"","...1","Invoice","StockCode","Description","Quantity","InvoiceDate","Price","Customer.ID","Country","Revenue","dayDifference","month","week","year","day","weekday"
"1529",1529,568780,"21094","SET/6 RED SPOTTY PAPER PLATES",12,2011-09-29,0.85,"18235","United Kingdom",10.2,5146,"Sep",39,2011,29,"Thursday"
"1530",1530,512907,"16161M","WRAP  PINK FLOCK",25,2010-06-18,0.42,"12932","United Kingdom",10.5,5614,"Jun",25,2010,18,"Friday"
"1531",1531,501142,"16256B","FLOWER PENCIL/RUBBER+5 MINI PENCILS",24,2010-03-14,0.42,"17332","United Kingdom",10.08,5710,"Mar",11,2010,14,"Sunday"
"1532",1532,490063,"22335","HEART DECORATION PAINTED ZINC",7,2009-12-03,0.65,"17271","United Kingdom",4.55,5811,"Dec",49,2009,3,"Thursday"
"1533",1533,492775,"21535","RETRO SPOT SMALL MILK JUG",6,2009-12-18,2.55,"16592","United Kingdom",15.3,5796,"Dec",51,2009,18,"Friday"
"1534",1534,509465,"22625","RED KITCHEN SCALES",2,2010-05-24,8.5,"13402","United Kingdom",17,5639,"May",21,2010,24,"Monday"
"1535",1535,504938,"21390","FILIGRIS HEART WITH BUTTERFLY",24,2010-04-19,1.25,"15321","United Kingdom",30,5674,"Apr",16,2010,19,"Monday"
"1536",1536,542360,"22627","MINT KITCHEN SCALES",1,2011-01-27,8.5,"14701","United Kingdom",8.5,5391,"Jan",4,2011,27,"Thursday"
"1537",1537,540859,"22808","SET OF 6 T-LIGHTS EASTER CHICKS",6,2011-01-12,2.95,"17965","United Kingdom",17.7,5406,"Jan",2,2011,12,"Wednesday"
"1538",1538,556494,"22865","HAND WARMER OWL DESIGN",5,2011-06-12,2.1,"17802","United Kingdom",10.5,5255,"Jun",24,2011,12,"Sunday"
"1539",1539,524268,"21624","VINTAGE UNION JACK DOORSTOP",1,2010-09-28,5.95,"17975","United Kingdom",5.95,5512,"Sep",39,2010,28,"Tuesday"
"1540",1540,516193,"84997B","RED 3 PIECE MINI DOTS CUTLERY SET",6,2010-07-19,3.75,"12696","Finland",22.5,5583,"Jul",29,2010,19,"Monday"
"1541",1541,508581,"22251","BIRDHOUSE DECORATION MAGIC GARDEN",12,2010-05-17,1.25,"18287","United Kingdom",15,5646,"May",20,2010,17,"Monday"
"1542",1542,532316,"22904","CALENDAR PAPER CUT DESIGN",24,2010-11-11,2.95,"14667","United Kingdom",70.8,5468,"Nov",45,2010,11,"Thursday"
"1543",1543,502765,"21172","PARTY METAL SIGN",2,2010-03-26,1.45,"17371","United Kingdom",2.9,5698,"Mar",13,2010,26,"Friday"
"1544",1544,537676,"21906","PHARMACIE FIRST AID TIN",4,2010-12-08,6.75,"12386","Australia",27,5441,"Dec",49,2010,8,"Wednesday"
"1545",1545,523301,"84946","ANTIQUE SILVER TEA GLASS ETCHED",72,2010-09-21,1.06,"16493","United Kingdom",76.32,5519,"Sep",38,2010,21,"Tuesday"
"1546",1546,514359,"82580","BATHROOM METAL SIGN",2,2010-07-01,0.55,"16907","United Kingdom",1.1,5601,"Jul",26,2010,1,"Thursday"
"1547",1547,501135,"85200","BUNNY EGG BOX",12,2010-03-14,1.25,"16586","United Kingdom",15,5710,"Mar",11,2010,14,"Sunday"
"1548",1548,525024,"22078","RIBBON REEL LACE DESIGN",5,2010-10-03,2.1,"17150","United Kingdom",10.5,5507,"Oct",40,2010,3,"Sunday"
"1549",1549,533069,"21586","KINGS CHOICE GIANT TUBE MATCHES",3,2010-11-15,2.55,"16161","United Kingdom",7.65,5464,"Nov",46,2010,15,"Monday"
"1550",1550,571266,"23530","WALL ART ONLY ONE PERSON",3,2011-10-16,4.95,"17769","United Kingdom",14.85,5129,"Oct",42,2011,16,"Sunday"
"1551",1551,549832,"84078A","SET/4 WHITE RETRO STORAGE CUBES",1,2011-04-12,39.95,"17278","United Kingdom",39.95,5316,"Apr",15,2011,12,"Tuesday"
"1552",1552,492773,"85227","SET/6 3D KIT CARDS FOR KIDS",12,2009-12-18,0.85,"13327","United Kingdom",10.2,5796,"Dec",51,2009,18,"Friday"
"1553",1553,519122,"22273","FELTCRAFT DOLL MOLLY",2,2010-08-13,2.95,"17913","United Kingdom",5.9,5558,"Aug",33,2010,13,"Friday"
"1554",1554,530223,"82494L","WOODEN FRAME ANTIQUE WHITE",6,2010-11-02,2.95,"13090","United Kingdom",17.7,5477,"Nov",44,2010,2,"Tuesday"
"1555",1555,526388,"22537","MAGIC DRAWING SLATE DINOSAUR",1,2010-10-11,0.42,"17264","United Kingdom",0.42,5499,"Oct",41,2010,11,"Monday"
"1556",1556,548714,"21251","DINOSAUR HEIGHT CHART STICKER SET",1,2011-04-03,2.95,"17337","United Kingdom",2.95,5325,"Apr",14,2011,3,"Sunday"
"1557",1557,580529,"23256","CHILDRENS CUTLERY SPACEBOY",1,2011-12-04,4.15,"14658","United Kingdom",4.15,5080,"Dec",49,2011,4,"Sunday"
"1558",1558,551982,"22431","WATERING CAN BLUE ELEPHANT",2,2011-05-05,1.95,"15023","United Kingdom",3.9,5293,"May",18,2011,5,"Thursday"
"1559",1559,559298,"21731","RED TOADSTOOL LED NIGHT LIGHT",24,2011-07-07,1.65,"12471","Germany",39.6,5230,"Jul",27,2011,7,"Thursday"
"1560",1560,576406,"21508","VINTAGE KID DOLLY CARD",24,2011-11-15,0.42,"13692","United Kingdom",10.08,5099,"Nov",46,2011,15,"Tuesday"
"1561",1561,500751,"21355","TOAST ITS - I LOVE YOU",12,2010-03-10,1.25,"13081","United Kingdom",15,5714,"Mar",10,2010,10,"Wednesday"
"1562",1562,565416,"21980","PACK OF 12 RED RETROSPOT TISSUES",24,2011-09-04,0.29,"12710","Germany",6.96,5171,"Sep",36,2011,4,"Sunday"
"1563",1563,504550,"22516","CHILDS GARDEN RAKE BLUE",12,2010-04-14,2.1,"17039","United Kingdom",25.2,5679,"Apr",15,2010,14,"Wednesday"
"1564",1564,505491,"84970L","SINGLE HEART ZINC T-LIGHT HOLDER",24,2010-04-22,0.95,"14895","United Kingdom",22.8,5671,"Apr",16,2010,22,"Thursday"
"1565",1565,515599,"22411","JUMBO SHOPPER VINTAGE RED PAISLEY",2,2010-07-13,1.95,"17773","United Kingdom",3.9,5589,"Jul",28,2010,13,"Tuesday"
"1566",1566,524174,"84927E","FLOWERS TILE HOOK",192,2010-09-27,0.08,"13687","United Kingdom",15.36,5513,"Sep",39,2010,27,"Monday"
"1567",1567,577504,"22327","ROUND SNACK BOXES SET OF 4 SKULLS",2,2011-11-20,2.95,"14159","United Kingdom",5.9,5094,"Nov",47,2011,20,"Sunday"
"1568",1568,562269,"22090","PAPER BUNTING RETROSPOT",2,2011-08-03,2.95,"14056","United Kingdom",5.9,5203,"Aug",31,2011,3,"Wednesday"
"1569",1569,525967,"84910A","PINK PAISLEY CUSHION COVER",12,2010-10-08,1.65,"14243","United Kingdom",19.8,5502,"Oct",41,2010,8,"Friday"
"1570",1570,525854,"22812","PACK 3 BOXES CHRISTMAS PANNETONE",1,2010-10-07,1.95,"13567","United Kingdom",1.95,5503,"Oct",40,2010,7,"Thursday"
"1571",1571,510195,"84520B","PACK 20 ENGLISH ROSE PAPER NAPKINS",2,2010-05-27,0.85,"13230","United Kingdom",1.7,5636,"May",21,2010,27,"Thursday"
"1572",1572,535832,"22273","FELTCRAFT DOLL MOLLY",12,2010-11-29,2.95,"17547","United Kingdom",35.4,5450,"Nov",48,2010,29,"Monday"
"1573",1573,503589,"21836","GINGHAM OVEN GLOVE RED HEART",1,2010-04-01,3.75,"14710","United Kingdom",3.75,5692,"Apr",13,2010,1,"Thursday"
"1574",1574,560731,"22579","WOODEN TREE CHRISTMAS SCANDINAVIAN",12,2011-07-20,0.85,"16149","United Kingdom",10.2,5217,"Jul",29,2011,20,"Wednesday"
"1575",1575,505743,"22398","MAGNETS PACK OF 4 SWALLOWS",12,2010-04-25,1.25,"13152","United Kingdom",15,5668,"Apr",17,2010,25,"Sunday"
"1576",1576,508653,"84997C","BLUE 3 PIECE MINI DOTS CUTLERY SET",4,2010-05-17,3.75,"17228","United Kingdom",15,5646,"May",20,2010,17,"Monday"
"1577",1577,525068,"20943","SET/6 GINGERBREAD STAR T-LIGHTS",6,2010-10-03,1.25,"15579","United Kingdom",7.5,5507,"Oct",40,2010,3,"Sunday"
"1578",1578,518406,"85015","SET OF 12  VINTAGE POSTCARD SET",6,2010-08-08,2.55,"17802","United Kingdom",15.3,5563,"Aug",32,2010,8,"Sunday"
"1579",1579,534141,"20967","GREY FLORAL FELTCRAFT SHOULDER BAG",13,2010-11-21,3.75,"16791","United Kingdom",48.75,5458,"Nov",47,2010,21,"Sunday"
"1580",1580,547705,"22191","IVORY DINER WALL CLOCK",1,2011-03-24,8.5,"14056","United Kingdom",8.5,5335,"Mar",12,2011,24,"Thursday"
"1581",1581,559794,"85099B","JUMBO BAG RED RETROSPOT",10,2011-07-12,2.08,"16700","United Kingdom",20.8,5225,"Jul",28,2011,12,"Tuesday"
"1582",1582,517626,"85169A","IVORY LOVE BIRD CANDLE",6,2010-07-30,1.25,"16428","United Kingdom",7.5,5572,"Jul",31,2010,30,"Friday"
"1583",1583,537201,"22834","HAND WARMER BABUSHKA DESIGN",12,2010-12-05,2.1,"12472","Germany",25.2,5444,"Dec",49,2010,5,"Sunday"
"1584",1584,563728,"22580","ADVENT CALENDAR GINGHAM SACK",1,2011-08-18,5.95,"17045","United Kingdom",5.95,5188,"Aug",33,2011,18,"Thursday"
"1585",1585,579170,"84997B","CHILDRENS CUTLERY RETROSPOT RED",1,2011-11-28,4.15,"17811","United Kingdom",4.15,5086,"Nov",48,2011,28,"Monday"
"1586",1586,575919,"22620","4 TRADITIONAL SPINNING TOPS",20,2011-11-11,1.45,"15311","United Kingdom",29,5103,"Nov",45,2011,11,"Friday"
"1587",1587,505847,"84992","72 SWEETHEART FAIRY CAKE CASES",1,2010-04-26,0.55,"14710","United Kingdom",0.55,5667,"Apr",17,2010,26,"Monday"
"1588",1588,537393,"22630","DOLLY GIRL LUNCH BOX",24,2010-12-06,1.95,"13089","United Kingdom",46.8,5443,"Dec",49,2010,6,"Monday"
"1589",1589,534164,"22865","HAND WARMER OWL DESIGN",2,2010-11-21,2.1,"16241","United Kingdom",4.2,5458,"Nov",47,2010,21,"Sunday"
"1590",1590,504437,"84978","HANGING HEART JAR T-LIGHT HOLDER",12,2010-04-13,1.25,"12957","United Kingdom",15,5680,"Apr",15,2010,13,"Tuesday"
"1591",1591,497842,"22147","FELTCRAFT BUTTERFLY HEARTS",12,2010-02-12,1.45,"12976","United Kingdom",17.4,5740,"Feb",7,2010,12,"Friday"
"1592",1592,548512,"21625","VINTAGE UNION JACK APRON",1,2011-03-31,6.95,"14410","United Kingdom",6.95,5328,"Mar",13,2011,31,"Thursday"
"1593",1593,543481,"22540","MINI JIGSAW CIRCUS PARADE",20,2011-02-08,0.42,"14606","United Kingdom",8.4,5379,"Feb",6,2011,8,"Tuesday"
"1594",1594,530124,"72800E","4 IVORY DINNER CANDLES SILVER FLOCK",2,2010-11-01,2.55,"13174","United Kingdom",5.1,5478,"Nov",44,2010,1,"Monday"
"1595",1595,520347,"84849D","HOT BATHS SOAP HOLDER",12,2010-08-25,1.69,"17146","United Kingdom",20.28,5546,"Aug",34,2010,25,"Wednesday"
"1596",1596,538171,"22154","ANGEL DECORATION 3 BUTTONS",48,2010-12-09,0.42,"17530","United Kingdom",20.16,5440,"Dec",49,2010,9,"Thursday"
"1597",1597,544795,"22028","PENNY FARTHING BIRTHDAY CARD",12,2011-02-23,0.42,"15858","United Kingdom",5.04,5364,"Feb",8,2011,23,"Wednesday"
"1598",1598,513585,"84856L","LARGE TAHITI BEACH BAG",3,2010-06-27,5.95,"14538","United Kingdom",17.85,5605,"Jun",26,2010,27,"Sunday"
"1599",1599,569339,"22113","GREY HEART HOT WATER BOTTLE",250,2011-10-03,3.32,"15299","United Kingdom",830,5142,"Oct",40,2011,3,"Monday"
"1600",1600,568650,"23388","WOODLAND MINI BACKPACK",4,2011-09-28,4.15,"13505","Switzerland",16.6,5147,"Sep",39,2011,28,"Wednesday"
"1601",1601,532757,"90198B","VINTAGE ROSE BEAD BRACELET BLACK",1,2010-11-14,4.25,"17288","United Kingdom",4.25,5465,"Nov",46,2010,14,"Sunday"
"1602",1602,560244,"23208","LUNCH BAG VINTAGE LEAF DESIGN",6,2011-07-17,1.65,"16931","United Kingdom",9.9,5220,"Jul",29,2011,17,"Sunday"
"1603",1603,550320,"22456","NATURAL SLATE CHALKBOARD LARGE",3,2011-04-17,4.95,"12748","United Kingdom",14.85,5311,"Apr",16,2011,17,"Sunday"
"1604",1604,502886,"21498","RED SPOTS  WRAP",25,2010-03-29,0.42,"16456","United Kingdom",10.5,5695,"Mar",13,2010,29,"Monday"
"1605",1605,572065,"22362","GLASS JAR PEACOCK BATH SALTS",1,2011-10-20,2.95,"12556","Spain",2.95,5125,"Oct",42,2011,20,"Thursday"
"1606",1606,558873,"21977","PACK OF 60 PINK PAISLEY CAKE CASES",48,2011-07-04,0.55,"15290","United Kingdom",26.4,5233,"Jul",27,2011,4,"Monday"
"1607",1607,508905,"47566","PARTY BUNTING",20,2010-05-19,4.65,"17560","United Kingdom",93,5644,"May",20,2010,19,"Wednesday"
"1608",1608,540414,"22558","CLOTHES PEGS RETROSPOT PACK 24",12,2011-01-07,1.49,"12481","Germany",17.88,5411,"Jan",1,2011,7,"Friday"
"1609",1609,498104,"84968B","S/16 VINTAGE IVORY CUTLERY",2,2010-02-16,12.75,"13503","United Kingdom",25.5,5736,"Feb",7,2010,16,"Tuesday"
"1610",1610,502889,"21745","GAOLERS KEYS DECORATIVE GARDEN",4,2010-03-29,3.39,"17448","United Kingdom",13.56,5695,"Mar",13,2010,29,"Monday"
"1611",1611,511030,"21165","BEWARE OF THE CAT METAL SIGN",2,2010-06-06,1.69,"15046","United Kingdom",3.38,5626,"Jun",23,2010,6,"Sunday"
"1612",1612,558041,"22469","HEART OF WICKER SMALL",12,2011-06-24,1.65,"12422","Switzerland",19.8,5243,"Jun",25,2011,24,"Friday"
"1613",1613,580982,"23080","RED METAL BOX TOP SECRET",2,2011-12-06,8.25,"17861","United Kingdom",16.5,5078,"Dec",49,2011,6,"Tuesday"
"1614",1614,500320,"85231B","CINAMMON SET OF 9 T-LIGHTS",6,2010-03-07,0.85,"16271","United Kingdom",5.1,5717,"Mar",10,2010,7,"Sunday"
"1615",1615,571443,"22694","WICKER STAR",4,2011-10-17,2.1,"17785","United Kingdom",8.4,5128,"Oct",42,2011,17,"Monday"
"1616",1616,528619,"22740","POLKA DOT PEN",48,2010-10-24,0.85,"17139","United Kingdom",40.8,5486,"Oct",43,2010,24,"Sunday"
"1617",1617,563189,"22961","JAM MAKING SET PRINTED",12,2011-08-12,1.45,"12682","France",17.4,5194,"Aug",32,2011,12,"Friday"
"1618",1618,559894,"81953B","ROUND BLUE CLOCK WITH SUCKER",3,2011-07-13,0.19,"14159","United Kingdom",0.57,5224,"Jul",28,2011,13,"Wednesday"
"1619",1619,502240,"20665","RED SPOTTY PURSE",6,2010-03-23,2.95,"13293","United Kingdom",17.7,5701,"Mar",12,2010,23,"Tuesday"
"1620",1620,574741,"22158","3 HEARTS HANGING DECORATION RUSTIC",2,2011-11-06,2.95,"15993","United Kingdom",5.9,5108,"Nov",45,2011,6,"Sunday"
"1621",1621,569888,"22487","WHITE WOOD GARDEN PLANT LADDER",2,2011-10-06,9.95,"13049","United Kingdom",19.9,5139,"Oct",40,2011,6,"Thursday"
"1622",1622,492358,"84380","SET OF 3 BUTTERFLY COOKIE CUTTERS",12,2009-12-16,1.25,"16779","United Kingdom",15,5798,"Dec",50,2009,16,"Wednesday"
"1623",1623,512118,"90002A","FLOWER BURST SILVER RING OPAL",3,2010-06-13,3.75,"17231","United Kingdom",11.25,5619,"Jun",24,2010,13,"Sunday"
"1624",1624,505174,"22276","WASH BAG VINTAGE ROSE PAISLEY",12,2010-04-20,2.1,"17850","United Kingdom",25.2,5673,"Apr",16,2010,20,"Tuesday"
"1625",1625,577089,"22696","WICKER WREATH LARGE",1,2011-11-17,1.95,"12841","United Kingdom",1.95,5097,"Nov",46,2011,17,"Thursday"
"1626",1626,561191,"21791","VINTAGE HEADS AND TAILS CARD GAME",24,2011-07-25,1.25,"15129","United Kingdom",30,5212,"Jul",30,2011,25,"Monday"
"1627",1627,528471,"22775","PURPLE DRAWERKNOB ACRYLIC EDWARDIAN",12,2010-10-22,1.25,"16053","United Kingdom",15,5488,"Oct",43,2010,22,"Friday"
"1628",1628,510743,"21179","NO JUNK MAIL METAL SIGN",12,2010-06-03,1.25,"14911","EIRE",15,5629,"Jun",22,2010,3,"Thursday"
"1629",1629,522742,"22052","VINTAGE CARAVAN GIFT WRAP",25,2010-09-16,0.42,"18044","United Kingdom",10.5,5524,"Sep",37,2010,16,"Thursday"
"1630",1630,556365,"23201","JUMBO BAG ALPHABET",3,2011-06-10,2.08,"16370","United Kingdom",6.24,5257,"Jun",23,2011,10,"Friday"
"1631",1631,491807,"72128","COLUMBIAN CANDLE ROUND",2,2009-12-14,0.85,"17318","United Kingdom",1.7,5800,"Dec",50,2009,14,"Monday"
"1632",1632,554376,"22960","JAM MAKING SET WITH JARS",1,2011-05-24,4.25,"15719","United Kingdom",4.25,5274,"May",21,2011,24,"Tuesday"
"1633",1633,517042,"21212","PACK OF 72 RETRO SPOT CAKE CASES",120,2010-07-26,0.42,"13069","United Kingdom",50.4,5576,"Jul",30,2010,26,"Monday"
"1634",1634,495349,"21185","HOME SWEET HOME  BLACKBOARD",3,2010-01-24,6.35,"15641","United Kingdom",19.05,5759,"Jan",4,2010,24,"Sunday"
"1635",1635,579167,"22948","METAL DECORATION NAUGHTY CHILDREN",9,2011-11-28,0.85,"16800","United Kingdom",7.65,5086,"Nov",48,2011,28,"Monday"
"1636",1636,553566,"23108","SET OF 10 LED DOLLY LIGHTS",6,2011-05-18,6.25,"12690","France",37.5,5280,"May",20,2011,18,"Wednesday"
"1637",1637,511070,"22326","ROUND SNACK BOXES SET OF4 WOODLAND",2,2010-06-06,2.95,"16340","United Kingdom",5.9,5626,"Jun",23,2010,6,"Sunday"
"1638",1638,572065,"72741","GRAND CHOCOLATECANDLE",9,2011-10-20,1.45,"12556","Spain",13.05,5125,"Oct",42,2011,20,"Thursday"
"1639",1639,545687,"84947","ANTIQUE SILVER TEA GLASS ENGRAVED",12,2011-03-06,1.25,"17769","United Kingdom",15,5353,"Mar",10,2011,6,"Sunday"
"1640",1640,533503,"21411","GINGHAM HEART  DOORSTOP RED",2,2010-11-17,4.25,"17449","United Kingdom",8.5,5462,"Nov",46,2010,17,"Wednesday"
"1641",1641,535306,"22411","JUMBO SHOPPER VINTAGE RED PAISLEY",1,2010-11-25,1.95,"17882","United Kingdom",1.95,5454,"Nov",47,2010,25,"Thursday"
"1642",1642,541115,"22111","SCOTTIE DOG HOT WATER BOTTLE",8,2011-01-13,4.95,"12578","Italy",39.6,5405,"Jan",2,2011,13,"Thursday"
"1643",1643,550767,"22524","CHILDRENS GARDEN GLOVES BLUE",12,2011-04-20,1.25,"14776","United Kingdom",15,5308,"Apr",16,2011,20,"Wednesday"
"1644",1644,491104,"85014C","BLUE/BROWN DOTS RUFFLED UMBRELLA",48,2009-12-09,4.95,"12917","United Kingdom",237.6,5805,"Dec",49,2009,9,"Wednesday"
"1645",1645,504216,"21467","CHERRY CROCHET FOOD COVER",1,2010-04-12,3.75,"15504","United Kingdom",3.75,5681,"Apr",15,2010,12,"Monday"
"1646",1646,528170,"22738","RIBBON REEL SNOWY VILLAGE",10,2010-10-21,1.65,"13374","United Kingdom",16.5,5489,"Oct",42,2010,21,"Thursday"
"1647",1647,502313,"72753B","S/3 FLWR FAIRY LAVENDER CANDLES",8,2010-03-24,2.1,"17113","United Kingdom",16.8,5700,"Mar",12,2010,24,"Wednesday"
"1648",1648,557995,"21988","PACK OF 6 SKULL PAPER PLATES",5,2011-06-24,0.85,"17979","United Kingdom",4.25,5243,"Jun",25,2011,24,"Friday"
"1649",1649,569702,"23065","LARGE DECO JEWELLERY STAND",1,2011-10-05,12.5,"14396","United Kingdom",12.5,5140,"Oct",40,2011,5,"Wednesday"
"1650",1650,570420,"84849D","HOT BATHS SOAP HOLDER",3,2011-10-10,1.69,"17841","United Kingdom",5.07,5135,"Oct",41,2011,10,"Monday"
"1651",1651,504092,"22089","PAPER BUNTING VINTAGE PAISLEY",6,2010-04-09,2.95,"13971","United Kingdom",17.7,5684,"Apr",15,2010,9,"Friday"
"1652",1652,512514,"90214H","LETTER ""H"" BLING KEY RING",1,2010-06-16,1.25,"14606","United Kingdom",1.25,5616,"Jun",24,2010,16,"Wednesday"
"1653",1653,542737,"22341","LOVE GARLAND PAINTED ZINC",3,2011-01-31,1.65,"15058","United Kingdom",4.95,5387,"Jan",5,2011,31,"Monday"
"1654",1654,571562,"22649","STRAWBERRY FAIRY CAKE TEAPOT",8,2011-10-18,4.95,"14156","EIRE",39.6,5127,"Oct",42,2011,18,"Tuesday"
"1655",1655,502444,"21900","KEY FOB , SHED",6,2010-03-24,0.65,"14729","United Kingdom",3.9,5700,"Mar",12,2010,24,"Wednesday"
"1656",1656,573576,"84596F","SMALL MARSHMALLOWS PINK BOWL",11,2011-10-31,0.83,"14096","United Kingdom",9.13,5114,"Oct",44,2011,31,"Monday"
"1657",1657,531246,"84580","MOUSE TOY WITH PINK T-SHIRT",3,2010-11-07,3.75,"13259","United Kingdom",11.25,5472,"Nov",45,2010,7,"Sunday"
"1658",1658,502825,"90030A","SPOTTED WHITE NATURAL SEED NECKLACE",5,2010-03-28,5.95,"16787","United Kingdom",29.75,5696,"Mar",13,2010,28,"Sunday"
"1659",1659,568703,"22569","FELTCRAFT CUSHION BUTTERFLY",2,2011-09-28,3.75,"12748","United Kingdom",7.5,5147,"Sep",39,2011,28,"Wednesday"
"1660",1660,534808,"22854","CREAM SWEETHEART EGG HOLDER",1,2010-11-24,4.95,"14552","United Kingdom",4.95,5455,"Nov",47,2010,24,"Wednesday"
"1661",1661,562592,"23203","JUMBO BAG DOILEY PATTERNS",10,2011-08-07,2.08,"13418","United Kingdom",20.8,5199,"Aug",32,2011,7,"Sunday"
"1662",1662,566290,"51014L","FEATHER PEN,LIGHT PINK",12,2011-09-11,0.39,"14456","United Kingdom",4.68,5164,"Sep",37,2011,11,"Sunday"
"1663",1663,510004,"20676","RED SPOTTY BOWL",8,2010-05-26,1.25,"13089","United Kingdom",10,5637,"May",21,2010,26,"Wednesday"
"1664",1664,495236,"85014D","PINK/BROWN DOTS RUFFLED UMBRELLA",3,2010-01-22,5.95,"17409","United Kingdom",17.85,5761,"Jan",4,2010,22,"Friday"
"1665",1665,565967,"21121","SET/10 RED POLKADOT PARTY CANDLES",48,2011-09-08,1.25,"14646","Netherlands",60,5167,"Sep",36,2011,8,"Thursday"
"1666",1666,556509,"POST","POSTAGE",2,2011-06-13,18,"12708","Germany",36,5254,"Jun",24,2011,13,"Monday"
"1667",1667,575125,"21929","JUMBO BAG PINK VINTAGE PAISLEY",100,2011-11-08,1.79,"15043","United Kingdom",179,5106,"Nov",45,2011,8,"Tuesday"
"1668",1668,538168,"22110","BIRD HOUSE HOT WATER BOTTLE",1,2010-12-09,2.55,"14702","United Kingdom",2.55,5440,"Dec",49,2010,9,"Thursday"
"1669",1669,503787,"22479","DAISY GARDEN MARKER",10,2010-04-07,1.25,"14626","United Kingdom",12.5,5686,"Apr",14,2010,7,"Wednesday"
"1670",1670,503433,"22236","CAKE STAND 3 TIER MAGIC GARDEN",2,2010-04-01,12.75,"12609","Germany",25.5,5692,"Apr",13,2010,1,"Thursday"
"1671",1671,521788,"21917","SET 12 KIDS  WHITE CHALK STICKS",24,2010-09-08,0.42,"13005","United Kingdom",10.08,5532,"Sep",36,2010,8,"Wednesday"
"1672",1672,522542,"22429","ENAMEL MEASURING JUG CREAM",1,2010-09-15,4.25,"16406","United Kingdom",4.25,5525,"Sep",37,2010,15,"Wednesday"
"1673",1673,501641,"21232","STRAWBERRY CERAMIC TRINKET BOX",10,2010-03-18,1.25,"13057","United Kingdom",12.5,5706,"Mar",11,2010,18,"Thursday"
"1674",1674,555488,"21868","POTTING SHED TEA MUG",6,2011-06-03,1.25,"16942","United Kingdom",7.5,5264,"Jun",22,2011,3,"Friday"
"1675",1675,566922,"23422","PANTRY HOOK BALLOON WHISK",12,2011-09-15,2.08,"16156","United Kingdom",24.96,5160,"Sep",37,2011,15,"Thursday"
"1676",1676,566750,"23341","PINK DINER WALL CLOCK",12,2011-09-14,7.65,"15380","United Kingdom",91.8,5161,"Sep",37,2011,14,"Wednesday"
"1677",1677,493371,"35004S","SET OF 3 SILVER FLYING DUCKS",2,2009-12-23,6.35,"14151","United Kingdom",12.7,5791,"Dec",51,2009,23,"Wednesday"
"1678",1678,580904,"22227","HANGING HEART MIRROR DECORATION",17,2011-12-06,0.65,"15311","United Kingdom",11.05,5078,"Dec",49,2011,6,"Tuesday"
"1679",1679,515420,"22623","BOX OF VINTAGE JIGSAW BLOCKS",3,2010-07-12,4.95,"17365","United Kingdom",14.85,5590,"Jul",28,2010,12,"Monday"
"1680",1680,520708,"22551","PLASTERS IN TIN SPACEBOY",12,2010-08-29,1.65,"18172","United Kingdom",19.8,5542,"Aug",35,2010,29,"Sunday"
"1681",1681,528711,"22904","CALENDAR PAPER CUT DESIGN",1,2010-10-24,2.95,"16373","United Kingdom",2.95,5486,"Oct",43,2010,24,"Sunday"
"1682",1682,569254,"22470","HEART OF WICKER LARGE",1,2011-10-03,2.95,"18116","United Kingdom",2.95,5142,"Oct",40,2011,3,"Monday"
"1683",1683,528351,"82580","BATHROOM METAL SIGN",25,2010-10-21,0.55,"13166","United Kingdom",13.75,5489,"Oct",42,2010,21,"Thursday"
"1684",1684,565442,"84997D","CHILDRENS CUTLERY POLKADOT PINK",8,2011-09-04,4.15,"12627","Germany",33.2,5171,"Sep",36,2011,4,"Sunday"
"1685",1685,542578,"22189","CREAM HEART CARD HOLDER",4,2011-01-28,3.95,"13709","United Kingdom",15.8,5390,"Jan",4,2011,28,"Friday"
"1686",1686,573992,"22158","3 HEARTS HANGING DECORATION RUSTIC",8,2011-11-02,2.95,"15275","United Kingdom",23.6,5112,"Nov",44,2011,2,"Wednesday"
"1687",1687,542238,"84050","PINK HEART SHAPE EGG FRYING PAN",6,2011-01-26,1.65,"12591","Italy",9.9,5392,"Jan",4,2011,26,"Wednesday"
"1688",1688,529847,"22068","BLACK PIRATE TREASURE CHEST",2,2010-10-31,1.65,"13050","United Kingdom",3.3,5479,"Oct",44,2010,31,"Sunday"
"1689",1689,550712,"22384","LUNCH BAG PINK POLKADOT",10,2011-04-20,1.65,"15159","United Kingdom",16.5,5308,"Apr",16,2011,20,"Wednesday"
"1690",1690,529833,"21239","PINK  POLKADOT CUP",4,2010-10-31,0.85,"16791","United Kingdom",3.4,5479,"Oct",44,2010,31,"Sunday"
"1691",1691,560415,"22839","3 TIER CAKE TIN GREEN AND CREAM",2,2011-07-18,14.95,"15152","United Kingdom",29.9,5219,"Jul",29,2011,18,"Monday"
"1692",1692,540856,"22849","BREAD BIN DINER STYLE MINT",4,2011-01-12,14.95,"16655","United Kingdom",59.8,5406,"Jan",2,2011,12,"Wednesday"
"1693",1693,570423,"22382","LUNCH BAG SPACEBOY DESIGN",5,2011-10-10,1.65,"14451","United Kingdom",8.25,5135,"Oct",41,2011,10,"Monday"
